,text,label
1510,"Công
ty Cổ phần Xuất nhập khẩu Lâm Thủy sản Bến Tre (mã CK: FBT) thông báo kết quả
kinh doanh quý II/2012. Theo
đó, riêng quý II/2012 doanh thu thuần đạt 40,33 tỷ đồng giảm 48% so với cùng kỳ
năm ngoái. Lợi nhuận gộp đạt 3,7 tỷ đồng chỉ bằng 1/5 cùng kỳ năm ngoái. Đáng
chú ý, chi phí tài chính trong kỳ giảm mạnh xuống còn 1,3 tỷ đồng trong khi
cùng kỳ lên tới 6,75 tỷ đồng; chi phí bán hàng cũng giảm mạnh so với cùng kỳ do
hoạt động kinh doanh eo hẹp. Kết quả FBT lãi thuần 744,3 triệu đồng giảm mạnh
so với mức 7,19 tỷ đồng trong quý II/2011. Nhờ
2,48 tỷ đồng lợi nhuận khác nên lãi sau thuế của FBT đạt 3,224 tỷ đồng, giảm
42,4% so với cùng kỳ năm ngoái. Lũy
kế 6 tháng đầu năm, doanh thu thuần đạt 53,26 tỷ đồng giảm 51,6% so với cùng
kỳ; LNST đạt 3,36 tỷ đồng trong đó lãi
khác đóng góp 2,97 tỷ đồng. Được
biết năm 2012, FBT đặt kế hoạch 315 tỷ đồng doanh thu và 60,5 tỷ đồng LNST và
EPS ở mức 5.370 đồng. Kế hoạch này vừa được thông qua tại ĐHĐCĐ thường niên năm
2012 vào ngày 22/06 vừa qua. Như vậy tính đến hết nửa đầu năm 2012, FBT mới chỉ
hoàn thành 5,4% kế hoạch. Minh Trang",Negative
1511,"Chi phí tài chính trong năm tăng 20%, lên gần 190 tỷ đồng, trong đó chủ yếu là chi phí lãi vay chiếm 185 tỷ đồng. Ngược lại, chi phí bán hàng (giảm 56%) và chi phí quản lý (giảm 17%) lại giảm",Neutral
1512,"Căn cứ quyết định số 154/2013/QĐ-SGDHCM ngày 17/04/2013 về việc đưa cổ phiếu của Công ty Cổ phần Hacisco vào diện cảnh báo kể từ ngày 22/04/2013 do theo Báo cáo tài chính kiểm toán năm 2012, công ty kiểm toán đưa ra ý kiến ngoại trừ có ảnh hưởng trọng yếu đến kết quả kinh doanh, làm lợi nhuận sau thuế chuyển từ lãi thành lỗ. Ngày 26/03/2021, SGDCK Tp.HCMđã nhận được báo cáo tài chính hợp nhất kiểm toán năm 2020, theo đó Lợi nhuận sau thuế của cổ đông Công ty mẹ năm 2020 của công ty là 2,95 tỷ đồng và Lợi nhuận sau thuế chưa phân phối đến ngày 31/12/2020 là 3,08 tỷ đồng và vẫn còn ý kiến kiểm toán ngoại trừ liên quan đến các khoản công nợ phải thu 11,56 tỷ đồng và công nợ phải trả 4,79 tỷ đồng tại thời điểm 31/12/2020 chưa có đối chiếu nên công ty kiểm toán không thể thu thập được đầy đủ các tài liệu cần thiết để có thể đưa ra kết luận đối với số liệu này (HAS đã có công văn số 66/KT-HAS ngày 26/03/2021 giải trình ý kiến ngoại trừ của kiểm toán). SGDCK Tp.HCM
 tiếp tục giữ nguyên diện cảnh báo đối với cổ phiếu HAS do vấn đề ngoại trừ trên BCTC kiểm toán tồn tại đã lâu và công ty vẫn chưa khắc phục được ý kiến ngoại trừ của kiểm toán, việc xem xét hướng xử lý tiếp theo đối với cổ phiếu HAS sẽ căn cứ vào BCTC soát xét bán niên năm 20210 của Công ty Cổ phần Hacisco.",Negative
1513,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD giải trình biến động lợi nhuận sau thuế tăng hơn 10% so với cùng kỳ năm trước như sau:,Positive
1514,"Công ty Cổ phần Cáp Sài Gòn (CSG)  thông báo kết quả kinh doanh quý II và 6 tháng
đầu năm 2012. Doanh thu thuần quý II đạt vỏn vẹn 18,82 tỷ đồng, giảm 10,52
tỷ đồng tương đương giảm 35,88% so với cùng kỳ năm 2011. Do giá vốn hàng bán
cao, CSG lỗ gộp 1,81 tỷ đồng, cùng kỳ lãi gộp 3,63 tỷ đồng. Nhờ thu từ hoạt động tài chính 7,84 tỷ đồng nhưng chỉ chi
328 triệu đồng nên công ty có nguồn thu để trang trải các chi phí quản lý, chi
phí bán hàng.Lợi nhuận sau thuế, nhờ đó, thoát lỗ và đạt 2,55 tỷ đồng, giảm
65% so với cùng kỳ. Luỹ kế 6 tháng, CSG lãi 9,08 tỷ đồng, giảm 3,2% so với 6
tháng năm 2012.Hải An",Negative
1515,"Hàng loạt dự án bất động sản Hà Nội, Tp.HCM đang thế chấp tại VAMC
Hàng loạt các dự án bất động sản tại Hà Nội, Tp.HCM, Đà Nẵng đang được thế chấp tại Công ty Quản lý tài sản của các tổ chức tín dụng Việt Nam..",Neutral
1516,Sở Giao dịch Chứng khoán TP.HCM thông báo ngày ĐKCC tổ chức ĐHĐCĐ thường niên năm 2021 của Công ty Cổ phần Xây dựng DIC Holdings (mã CK: DC4) như sau:,Neutral
1517,Sắp kiểm toán việc xử lý nợ xấu tại hàng chục ngân hàng,Negative
1518,"*OCH dự kiến lợi nhuận 2021 sụt gần 65%, tương lai trong vùng bất định
Hà Lễ
FILI",Negative
1519,"Becamex hoàn tất phát hành 1.500 tỷ đồng trái phiếu, cổ phiếu liên tục kịch trần đưa vốn hoá tăng vọt",Positive
1520,Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh thông báo về việc đưa cổ phiếu của Công ty Cổ phần Đầu tư và Phát triển Nhà đất COTEC (mã CK: CLG) vào diện kiểm soát đặc biệt như sau:,Negative
1521,Bộ Ngoại giao Mỹ hôm 16/12 thông báo áp dụng các biện pháp trừng phạt đối với Công ty cổ phần Vận tải khí và hóa chất Việt Nam vì liên quan đến một giao dịch về vận chuyển các sản phẩm xăng dầu từ Iran trước và sau ngày 5/11/2018. Lệnh trừng phạt cũng được áp dụng đối với giám đốc điều hành của công ty này,Negative
1522,"Có 3 bị can bị đề nghị truy tố tội “lừa đảo chiếm đoạt tài sản” gồm Trần Hữu Tiệp, Chủ tịch HĐQT Công ty MTM; Vũ Thị Hoa, nguyên Giám đốc Chi nhánh Hà Nội Công ty cổ phần Khoáng sản Nari Habico và Nguyễn Lê Trường, nguyên Giám đốc Công ty MTM",Negative
1523,Ngày 26/02/16 có lẽ là ngày bất ngờ lớn đối với cổ đông của hai công ty này khi HOSE công bố quyết định hủy niêm yết đối với cổ phiếu KTB và PTK sau 3 phiên giao dịch tới,Negative
1524,"Sở giao dịch chứng khoán Hà Nội (HNX) vừa công bố thông tin tạm ngừng giao dịch cổ phiếu MAX của Công ty Cổ phần Khai khoáng và Cơ khí Hữu nghị Vĩnh Sinh. Theo đó, MAX bị tạm ngừng giao dịch từ ngày 12/1/2015 do công ty không thực hiện giải trình theo yêu cầu của HNX, thuộc trường hợp bị tạm ngừng giao dịch theo quy định về quy chế niêm yết.",Negative
1525,Sở Giao dịch Chứng khoán TP.HCM thông báo ngày ĐKCC chi trả cổ tức năm 2019 bằng tiền của Công ty Cổ phần Đầu tư và Xây dựng HUD3 (mã CK: HU3) như sau:,Positive
1526,"Với những điều trên, HNX xét thấy Công ty đã vi phạm nghiêm trọng nghĩa vụ công bố thông tin, thuộc trường hợp hủy niêm yết bắt buộc",Negative
1527,"Vẫn đang dừng sản xuất, Thép Dana Ý lỗ tiếp 50 tỷ đồng quý 4",Negative
1528,Đạm Hà Bắc (DHB) tiếp tục chìm sâu trong thua lỗ,Negative
1529,Sắp có thêm cổ phiếu thủy điện lên UPCoM với giá tham chiếu dưới mệnh giá,Neutral
1530,"OGC giảm kế hoạch lợi nhuận sau thuế 2021 hơn 58%
Theo Nghị quyết vừa công bố, HĐQT của CTCP Tập đoàn Đại Dương (HOSE: OGC) đã thông qua điều chỉnh các chỉ tiêu kế hoạch sản xuất kinh doanh năm 2021",Negative
1531,"8/17 doanh nghiệp có LNST giảm so với cùng kỳ.  MIH lỗ 4,2 tỷ đồng
trong khi cùng kỳ công ty lãi 4,81 tỷ đồng. ALV, KSS, KSS,
KTB, MCV, MMC có lợi nhuận sau thuế giảm trên 70% so với cùng kỳ. 9/17 doanh nghiệp có LNST tăng so với cùng kỳ.  SQC tăng trưởng mạnh
nhất do cùng kỳ công ty gần như không có doanh thu và lợi nhuận. So với vốn điều
lệ 1.000 tỷ đồng thì mức LNST quý I chưa đầy 14 tỷ đồng cho thấy tỷ suất lợi
nhuận trên vốn của công ty vẫn ở mức thấp. HGM có mức tăng
trưởng gần 370% so với
cùng kỳ, bằng ½ tổng lợi nhuận cả năm 2010 và hoàn thành 44% kế hoạch LNST năm 2011. BKC, BMC, KSB,
KSH, MIC tăng trưởng trên 50%. T.Hương Theo HoSE/HNX",Negative
1532,"Mùa báo cáo đang diễn ra nhanh và có lẽ là thời gian chưa đủ để các Sở, ban ngành có thể cảnh báo sớm việc doanh nghiệp thua lỗ 3 năm liên tiếp cho nhà đầu tư. Theo quy định hiện hành, doanh nghiệp lỗ 3 năm liên tiếp hoặc lỗ luỹ kế vượt quá vốn điều lệ thực góp sẽ bị huỷ niêm yết bắt buộc. Tất nhiên, việc huỷ niêm yết hay không vẫn còn chờ cơ quan chức năng công bố dựa trên báo cáo kiểm toán. Bài viết này dựa vào báo cáo tài chính của các doanh nghiệp đã công bố để thống kê các doanh nghiệp lỗ 3 năm liên tiếp và bị lỗ luỹ kế vượt vốn điều lệ để nhà đầu tư tham khảo.Nhiều doanh nghiệp lỗ 3 năm liên tiếpBHC- Công ty Cổ phần Bê tông Biên Hòa: Lỗ tiếp gần 16 tỷ đồng năm 2013 khiến BHC lỗ 3 năm liên tiếp. Năm 2011 và 2012 công ty lỗ lần lượt là 13,9 và 20,3 tỷ đồng.BVG-Công ty Cổ phần Thép Bắc Việt: BVG đã bị HNX đưa vào diện bị kiểm soát từ hồi tháng 4 năm 2013 do  Lợi nhuận sau thuế của công ty trên Báo cáo tài chínhkiểm toán hợp nhất 02 năm gần nhất sau khi tính đến ngoại trừ của kiểm toán làsố âm (Năm 2011: -26.403.081.218 đồng ; Năm 2012: -43.825.553.091 đồng). Sang năm 2013, công ty tiếp tục lỗ gần 7,3 tỷ đồng.ILC-Công ty Cổ phần Hợp tác Lao động với Nước ngoài: Năm 2013 công ty báo lỗ 11,62 tỷ đồng sau khi đã lỗ 9,76 tỷ đồng năm 2012 và lỗ 31,81 tỷ đồng năm 2011.Ô tô Giải Phóng (GGG) lỗ 64,4 tỷ đồng năm 2013 và lỗ sau thuế chưa phân phối cuối năm 2013 lên đến 154 tỷ đồng, cao hơn nhiều so với vốn điều lệ cùng thời điểm là 96,35 tỷ đồng. Đây là năm thứ 3 liên tiếp công ty báo lỗ. (Năm 2011: -65.257.836.634 đồng, năm 2012: -27.342.982.406 đồng). HHL- Công ty Cổ phần Hồng Hà Long An: Năm 2013 công ty thua lỗ 2,79 tỷ đồng sau khi đã lỗ 14,13 tỷ đồng năm 2012 và 12,96 tỷ đồng năm 2011. Lỗ sau thuế chưa phân phối cuối năm 2013 là 27,93 tỷ đồng, nhỉnh hơn vốn đầu tư của chủ sở hữu tại cùng thời điểm một chút (VĐL 27,48 tỷ đồng).MMC-Công ty Cổ phần Khoáng sản Mangan: Năm 2013 công ty lỗ 5,9 tỷ đồng. Đây là năm thứ 3 liên tiếp công ty báo lỗ. Năm 2012 đã lỗ 3,96 tỷ đồng và năm 2011 lỗ 2,78 tỷ đồng.MIC-Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam: Năm 2013 công ty báo lỗ 1,67 tỷ đồng sau khi đã lỗ 9,73 tỷ đồng năm 2012 và lỗ 13,66 tỷ đồng năm 2011. Hồi tháng 9 năm 2013, HNX chấp thuận đưa cổ phiếu MIC ra khỏi diện kiểm soát do lợi nhuận sau thuế của cổ đông công ty mẹ tại Báo cáo tài chính bán niên hợp nhất năm 2013 đã được soát xét ngày 29/8/2013 bởi Công ty TNHH Kiểm toán và Kế toán đạt giá trị dương (258.842.691đồng). Tuy nhiên, thua lỗ trong quý 3, 4 đã khiến MIC lỗ năm 2013.Nam Vang (NVC) lỗ 3 năm liên tiếp. NVC lỗ hơn 140 tỷ đồng năm 2013 và 3 năm liên tiếp đã bị thua lỗ, vốn chủ sở hữu bị âm hàng trăm tỷ. Lỗ sau thuế chưa phân phối cuối ănm 2013 là 296 tỷ đồng, vượt xa vốn điều lệ tại cùng thời điểm (160 tỷ đồng). Công ty vẫn chưa công bố báo cáo kiểm toán nhưng cơ hội để Nam Vang bám trụ lại sàn niêm yết là khá mong manh.   PVA- Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An đã công bố kết quả kinh doanh hợp nhất năm 2013 với mức lỗ ròng hơn 28 tỷ đồng cả năm. Như vậy, PVA đã lỗ 3 năm liên tiếp (2011 lỗ hơn 2 tỷ đồng, năm 2012 lỗ gần 145 tỷ đồng). PSG-Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn: Không những lỗ 208 tỷ đồng năm 2013 sau khi đã thua lỗ 251 tỷ đồng năm 2012 và lỗ 87 tỷ đồng năm 2011 mà PSG còn có số lỗ luỹ kế chưa phân phối 546,85 tỷ đồng trong khi vốn điều lệ chỉ 350 tỷ đồng. SDB-Công ty Cổ phần Sông Đà 207: Năm 2013 công ty lỗ 36,37 tỷ đồng do một số công trình thi công trước năm 2012 công ty không huy động vốn cho các dự án ngừng trệ trong công tác thanh quyết toán. Năm 2012 lỗ 35,74 tỷ đồng và năm 2011 đã lỗ 28,93 tỷ đồng. Với kết quả năm 2013, công ty đã lỗ 3 năm liên tiếp.Sông Đà 19 (SJM): Lỗ ròng tiếp 28,5 tỷ đồng năm 2013, SJM đã lỗ 3 năm liên tiếp với số lỗ lần lượt là: Năm 2011lỗ 8,38 tỷ đồng; Năm 2012 lỗ 11,54 tỷ đồng. VCV lỗ 3 năm.  Chưa bị âm vốn chủ sở hữu nhưng thua lỗ năm 2011, 2012 và 2013 lần lượt là 6,5 tỷ; 44 tỷ, 51 tỷ đã khiến VCV rơi vào trạng thái có khả năng bị huỷ niêm yết bắt buộc. Báo cáo tài chính 2011, 2012 đều đã được kiểm toán, báo cáo tài chính 2013 chưa kiểm toán và số phận VCV hiện vẫn chờ chốt cuối này. VHH-Công ty cổ phần Đầu tư Xây dựng Viwaseen - Huế: Năm 2013 công ty lỗ 4,13 tỷ đồng và đánh dấu 3 năm liên tiếp công ty thua lỗ. Năm 2012 công ty đã lỗ 1,34 tỷ đồng, năm 2011 lỗ 3,77 tỷ đồng. VTC-Công ty Cổ phần Viễn thông VTC: Sau khi đã lỗ 7,55 tỷ đồng năm 2011, lỗ 3,28 tỷ đồng năm 2012, Viễn thông VTC tiếp tục báo lỗ 1,13 tỷ đồng năm 2013 nâng số năm liên tiếp lỗ lên 3 và đứng trước nguy cơ bị huỷ niêm yết bắt buộc nếu kết quả kiểm toán không thay đổi cục diện.   YBC-Công ty Cổ phần Xi măng và Khoáng sản Yên Bái: Báo lỗ ròng tiếp 19,7 tỷ đồng năm 2013, số lỗ sau thuế chưa phân phối của công ty lên đến 52,5 tỷ đồng, vượt qua vốn điều lệ tại cùng thời điểm là 48,37 tỷ đồng. YBC cũng đã lỗ 3 năm liên tiếp bởi năm 2012 công ty lỗ 19,7 tỷ đồng và năm 2011 lỗ 14,87 tỷ đồng.  Lỗ vượt quá vốn điều lệ Xây lắp Dầu khí Miền Trung (PXM) lỗ vượt vốn điều lệ. Tính đến thời điểm cuối năm 2013, PXM lỗ 261 tỷ đồng, vượt xa vốn điều lệ tại cùng thời điểm. Vốn chủ sở hữu của công ty chính thức bị thâm hụt 108 tỷ đồng. CTCP Docimexco (mã FDG) công bố KQKD hợp nhất năm 2013 lỗ 116 tỷ (trong khi năm 2012 công ty này lỗ hơn 37 tỷ). Doanh thu bán hàng của FDG đạt hơn 1.500 tỷ, giảm 27% so với năm trước tuy nhiên tỷ trọng giá vốn hàng bán trên doanh thu thuần của công ty này lến tới 97% trong năm 2013, tăng sovới cùng kỳ 2012 (95%). Với kết quả này, FDG có lỗ lũy kế hơn 147 tỷ đồng, vượt quá vốn điều lệ thực góp là 132 tỷ đồng. Công ty Cổ phần Thủy Sản Cửu Long (CLP): Năm 2013 công ty lỗ 78,8 tỷ đồng và đây là năm thứ 2 liên tiếp công ty thua lỗ. Tuy nhiên, lợi nhuận sau thuế chưa phân phối cuối năm 2013 là hơn 87 tỷ đồng, vượt quá vốn điều lệ 80 tỷ đồng. Thanh Hiên",Negative
1533,"Chậm trễ đăng ký giao dịch chứng khoán, Handico 6 bị UBCKNN phạt",Negative
1534,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long giải trình chênh lệch LNST quý 4/2020 so với cùng kỳ năm trước như sau:,Neutral
